date;CmStatusTxPower
2018-02-21 10:54:24;51.0000
2018-02-21 10:54:34;51.0000
2018-02-21 10:54:44;51.0000
2018-02-21 10:54:55;51.0000
2018-02-21 10:55:04;51.0000
2018-02-21 10:55:14;51.0000
2018-02-21 10:55:24;51.0000
2018-02-21 10:55:34;51.0000
2018-02-21 10:55:44;51.0000
2018-02-21 10:55:54;51.0000
2018-02-21 10:56:04;51.0000
2018-02-21 10:56:14;51.0000
2018-02-21 10:56:24;51.0000
2018-02-21 10:56:34;51.0000
2018-02-21 10:56:44;51.0000
2018-02-21 10:56:54;51.0000
2018-02-21 10:57:04;51.0000
2018-02-21 10:57:14;51.0000
2018-02-21 10:57:24;51.0000
2018-02-21 10:57:34;51.0000
2018-02-21 10:57:44;51.0000
2018-02-21 10:57:54;51.0000
2018-02-21 10:58:04;51.0000
2018-02-21 10:58:15;51.0000
2018-02-21 10:58:24;51.0000
2018-02-21 10:58:34;51.0000
2018-02-21 10:58:44;51.0000
2018-02-21 10:58:54;51.0000
2018-02-21 10:59:04;51.0000
2018-02-21 10:59:14;51.0000
2018-02-21 10:59:24;51.0000
2018-02-21 10:59:34;51.0000
2018-02-21 10:59:44;51.0000
2018-02-21 10:59:54;51.0000
2018-02-21 11:00:04;51.0000
2018-02-21 11:00:14;51.0000
2018-02-21 11:00:24;51.0000
2018-02-21 11:00:34;51.0000
2018-02-21 11:00:44;51.0000
2018-02-21 11:00:54;51.0000
2018-02-21 11:01:04;51.0000
2018-02-21 11:01:14;51.0000
2018-02-21 11:01:24;51.0000
2018-02-21 11:01:34;51.0000
2018-02-21 11:01:44;51.0000
2018-02-21 11:01:54;51.0000
2018-02-21 11:02:04;51.0000
2018-02-21 11:02:14;51.0000
2018-02-21 11:02:24;51.0000
2018-02-21 12:23:51;51.0000
2018-02-21 12:23:54;51.0000
2018-02-21 12:24:04;51.0000
2018-02-21 12:24:14;51.0000
2018-02-21 12:24:24;51.0000
2018-02-21 12:24:34;51.0000
2018-02-21 12:39:11;51.0000
2018-02-21 12:39:14;51.0000
2018-02-21 12:39:24;51.0000
2018-02-21 12:39:38;51.0000
2018-02-21 12:39:44;51.0000
2018-02-21 12:39:55;51.0000
2018-02-21 12:40:04;51.0000
2018-02-21 12:40:15;51.0000
2018-02-21 12:40:24;51.0000
2018-02-21 12:40:35;51.0000
2018-02-21 12:40:48;51.0000
2018-02-21 12:40:54;51.0000
2018-02-21 12:41:04;51.0000
2018-02-21 12:41:14;51.0000
2018-02-21 12:41:24;51.0000
2018-02-21 12:41:35;51.0000
2018-02-21 12:41:44;51.0000
2018-02-21 12:41:54;51.0000
2018-02-21 12:42:05;51.0000
2018-02-21 12:42:14;51.0000
2018-02-21 12:42:24;51.0000
2018-02-21 12:42:34;51.0000
2018-02-21 12:42:44;51.0000
2018-02-21 12:42:54;51.0000
2018-02-21 12:43:05;51.0000
2018-02-21 12:43:14;51.0000
2018-02-21 12:43:24;51.0000
2018-02-21 12:43:35;51.0000
2018-02-21 12:43:44;51.0000
2018-02-21 12:43:54;51.0000
2018-02-21 12:44:04;51.0000
2018-02-21 12:44:14;51.0000
2018-02-21 12:44:24;51.0000
2018-02-21 12:44:35;51.0000
2018-02-21 12:44:49;51.0000
2018-02-21 12:44:54;51.0000
2018-02-21 12:45:04;51.0000
2018-02-21 12:45:15;51.0000
2018-02-21 12:45:24;51.0000
2018-02-21 12:45:35;51.0000
2018-02-21 12:45:44;51.0000
2018-02-21 12:45:54;51.0000
2018-02-21 12:46:04;51.0000
2018-02-21 12:46:14;51.0000
2018-02-21 12:46:24;51.0000
2018-02-21 12:46:34;51.0000
2018-02-21 12:46:45;51.0000
2018-02-21 12:46:54;51.0000
2018-02-21 12:47:05;51.0000
2018-02-21 12:47:14;51.0000
2018-02-21 12:47:24;51.0000
2018-02-21 12:47:34;51.0000
2018-02-21 12:47:44;51.0000
2018-02-21 12:47:54;51.0000
2018-02-21 12:48:09;51.0000
2018-02-21 12:48:19;51.0000
2018-02-21 12:48:24;51.0000
2018-02-21 12:48:34;51.0000
2018-02-21 12:48:45;51.0000
2018-02-21 12:48:54;51.0000
2018-02-21 12:49:05;51.0000
2018-02-21 12:49:14;51.0000
2018-02-21 12:49:24;51.0000
2018-02-21 12:49:35;51.0000
2018-02-21 12:49:44;51.0000
2018-02-21 12:49:54;51.0000
2018-02-21 12:50:05;51.0000
2018-02-21 12:50:14;51.0000
2018-02-21 12:50:24;51.0000
2018-02-21 12:50:34;51.0000
2018-02-21 12:50:45;51.0000
2018-02-21 12:50:54;51.0000
2018-02-21 12:51:04;51.0000
2018-02-21 12:51:15;51.0000
2018-02-21 12:51:24;51.0000
2018-02-21 12:51:35;51.0000
2018-02-21 12:51:44;51.0000
2018-02-21 12:51:54;51.0000
2018-02-21 12:52:04;51.0000
2018-02-21 12:52:15;51.0000
2018-02-21 12:52:24;51.0000
2018-02-21 12:52:34;51.0000
2018-02-21 12:52:45;51.0000
2018-02-21 12:52:54;51.0000
2018-02-21 12:53:08;51.0000
2018-02-21 12:53:14;51.0000
2018-02-21 12:53:24;51.0000
2018-02-21 12:53:35;51.0000
2018-02-21 12:53:44;51.0000
2018-02-21 12:53:54;51.0000
2018-02-21 12:54:05;51.0000
2018-02-21 12:54:14;51.0000
2018-02-21 12:54:24;51.0000
2018-02-21 12:54:34;51.0000
2018-02-21 12:54:45;51.0000
2018-02-21 12:54:54;51.0000
2018-02-21 12:55:05;51.0000
2018-02-21 12:55:14;51.0000
2018-02-21 12:55:24;51.0000
2018-02-21 12:55:35;51.0000
2018-02-21 12:55:44;51.0000
2018-02-21 12:55:54;51.0000
2018-02-21 12:56:04;51.0000
2018-02-21 12:56:14;51.0000
2018-02-21 12:56:25;51.0000
2018-02-21 12:56:34;51.0000
2018-02-21 12:56:45;51.0000
2018-02-21 12:56:54;51.0000
2018-02-21 12:57:05;51.0000
2018-02-21 12:57:14;51.0000
2018-02-21 12:57:24;51.0000
2018-02-21 12:57:34;51.0000
2018-02-21 12:57:45;51.0000
2018-02-21 12:57:54;51.0000
2018-02-21 12:58:04;51.0000
2018-02-21 12:58:15;51.0000
2018-02-21 12:58:24;51.0000
2018-02-21 12:58:35;51.0000
2018-02-21 12:58:44;51.0000
2018-02-21 12:58:54;51.0000
2018-02-21 12:59:04;51.0000
2018-02-21 12:59:15;51.0000
2018-02-21 12:59:24;51.0000
2018-02-21 12:59:34;51.0000
2018-02-21 12:59:45;51.0000
2018-02-21 12:59:54;51.0000
2018-02-21 13:00:05;51.0000
2018-02-21 13:00:14;51.0000
2018-02-21 13:00:24;51.0000
2018-02-21 13:00:34;51.0000
2018-02-21 13:00:45;51.0000
2018-02-21 13:00:54;51.0000
2018-02-21 13:01:05;51.0000
2018-02-21 13:01:14;51.0000
2018-02-21 13:01:24;51.0000
2018-02-21 13:01:35;51.0000
2018-02-21 13:01:44;51.0000
2018-02-21 13:01:54;51.0000
2018-02-21 13:02:05;51.0000
2018-02-21 13:02:14;51.0000
2018-02-21 13:02:24;51.0000
2018-02-21 13:02:34;51.0000
2018-02-21 13:02:44;51.0000
2018-02-21 13:02:54;51.0000
2018-02-21 13:03:05;51.0000
2018-02-21 13:03:14;51.0000
2018-02-21 13:03:24;51.0000
2018-02-21 13:03:34;51.0000
2018-02-21 13:03:45;51.0000
2018-02-21 13:03:54;51.0000
2018-02-21 13:04:05;51.0000
2018-02-21 13:04:14;51.0000
2018-02-21 13:04:24;51.0000
2018-02-21 13:04:34;51.0000
2018-02-21 13:04:45;51.0000
2018-02-21 13:04:54;51.0000
2018-02-21 13:05:04;51.0000
2018-02-21 13:05:15;51.0000
2018-02-21 13:05:24;51.0000
2018-02-21 13:05:35;51.0000
2018-02-21 13:05:44;51.0000
2018-02-21 13:05:54;51.0000
2018-02-21 13:06:05;51.0000
2018-02-21 13:06:14;51.0000
2018-02-21 13:06:24;51.0000
2018-02-21 13:06:34;51.0000
2018-02-21 13:06:49;51.0000
2018-02-21 13:06:55;51.0000
2018-02-21 13:07:04;51.0000
2018-02-21 13:07:15;51.0000
2018-02-21 13:07:24;51.0000
2018-02-21 13:07:35;51.0000
2018-02-21 13:07:44;51.0000
2018-02-21 13:07:55;51.0000
2018-02-21 13:08:04;51.0000
2018-02-21 13:08:15;51.0000
2018-02-21 13:08:24;51.0000
2018-02-21 13:08:34;51.0000
2018-02-21 13:08:45;51.0000
2018-02-21 13:08:59;51.0000
2018-02-21 13:09:05;51.0000
2018-02-21 13:09:14;51.0000
2018-02-21 13:09:25;51.0000
2018-02-21 13:09:34;51.0000
2018-02-21 13:09:44;51.0000
2018-02-21 13:09:54;51.0000
2018-02-21 13:10:04;51.0000
2018-02-21 13:10:14;51.0000
2018-02-21 13:10:24;51.0000
2018-02-21 13:10:35;51.0000
2018-02-21 13:10:44;51.0000
2018-02-21 13:10:54;51.0000
2018-02-21 13:11:05;51.0000
2018-02-21 13:11:14;51.0000
2018-02-21 13:11:24;51.0000
2018-02-21 13:11:35;51.0000
2018-02-21 13:11:44;51.0000
2018-02-21 13:11:54;51.0000
2018-02-21 13:12:04;51.0000
2018-02-21 13:12:15;51.0000
2018-02-21 13:12:24;51.0000
2018-02-21 13:12:35;51.0000
2018-02-21 13:12:44;51.0000
2018-02-21 13:12:54;51.0000
2018-02-21 13:13:05;51.0000
2018-02-21 13:13:14;51.0000
2018-02-21 13:13:24;51.0000
2018-02-21 13:13:34;51.0000
2018-02-21 13:13:44;51.0000
2018-02-21 13:13:54;51.0000
2018-02-21 13:14:05;51.0000
2018-02-21 13:14:14;51.0000
2018-02-21 13:14:24;51.0000
2018-02-21 13:14:35;51.0000
2018-02-21 13:14:44;51.0000
2018-02-21 13:14:54;51.0000
2018-02-21 13:15:04;51.0000
2018-02-21 13:15:14;51.0000
2018-02-21 13:15:25;51.0000
2018-02-21 13:15:34;51.0000
2018-02-21 13:15:45;51.0000
2018-02-21 13:15:54;51.0000
2018-02-21 13:16:05;51.0000
2018-02-21 13:16:14;51.0000
2018-02-21 13:16:24;51.0000
2018-02-21 13:16:34;51.0000
2018-02-21 13:16:45;51.0000
2018-02-21 13:16:54;51.0000
2018-02-21 13:17:05;51.0000
2018-02-21 13:17:14;51.0000
2018-02-21 13:17:24;51.0000
2018-02-21 13:17:35;51.0000
2018-02-21 13:17:44;51.0000
2018-02-21 13:17:54;51.0000
2018-02-21 13:18:04;51.0000
2018-02-21 13:18:15;51.0000
2018-02-21 13:18:24;51.0000
2018-02-21 13:18:35;51.0000
2018-02-21 13:18:44;51.0000
2018-02-21 13:18:54;51.0000
2018-02-21 13:19:05;51.0000
2018-02-21 13:19:14;51.0000
2018-02-21 13:19:24;51.0000
2018-02-21 13:19:34;51.0000
2018-02-21 13:19:45;51.0000
2018-02-21 13:19:54;51.0000
2018-02-21 13:20:04;51.0000
2018-02-21 13:20:15;51.0000
2018-02-21 13:20:24;51.0000
2018-02-21 13:20:34;51.0000
2018-02-21 13:20:44;51.0000
2018-02-21 13:20:54;51.0000
2018-02-21 13:21:04;51.0000
2018-02-21 13:21:15;51.0000
2018-02-21 13:21:24;51.0000
2018-02-21 13:21:34;51.0000
2018-02-21 13:21:44;51.0000
2018-02-21 13:21:55;51.0000
2018-02-21 13:22:04;51.0000
2018-02-21 13:22:15;51.0000
2018-02-21 13:22:24;51.0000
2018-02-21 13:22:35;51.0000
2018-02-21 13:22:44;51.0000
2018-02-21 13:22:54;51.0000
2018-02-21 13:23:05;51.0000
2018-02-21 13:23:14;51.0000
2018-02-21 13:23:24;51.0000
2018-02-21 13:23:34;51.0000
2018-02-21 13:23:45;51.0000
2018-02-21 13:23:59;51.0000
2018-02-21 13:24:04;51.0000
2018-02-21 13:24:15;51.0000
2018-02-21 13:24:24;51.0000
2018-02-21 13:24:35;51.0000
2018-02-21 13:24:44;51.0000
2018-02-21 13:24:54;51.0000
2018-02-21 13:25:04;51.0000
2018-02-21 13:25:14;51.0000
2018-02-21 13:25:24;51.0000
2018-02-21 13:25:35;51.0000
2018-02-21 13:25:44;51.0000
2018-02-21 13:25:54;51.0000
2018-02-21 13:26:05;51.0000
2018-02-21 13:26:14;51.0000
2018-02-21 13:26:24;51.0000
2018-02-21 13:26:34;51.0000
2018-02-21 13:26:44;51.0000
2018-02-21 13:26:54;51.0000
2018-02-21 13:27:05;51.0000
2018-02-21 13:27:14;51.0000
2018-02-21 13:27:24;51.0000
2018-02-21 13:27:34;51.0000
2018-02-21 13:27:44;51.0000
2018-02-21 13:27:54;51.0000
2018-02-21 13:28:05;51.0000
2018-02-21 13:28:14;51.0000
2018-02-21 13:28:24;51.0000
2018-02-21 13:28:35;51.0000
2018-02-21 13:28:44;51.0000
2018-02-21 13:28:54;51.0000
2018-02-21 13:29:05;51.0000
2018-02-21 13:29:14;51.0000
2018-02-21 13:29:24;51.0000
2018-02-21 13:29:39;51.0000
2018-02-21 13:29:44;51.0000
2018-02-21 13:29:55;51.0000
2018-02-21 13:30:04;51.0000
2018-02-21 13:30:15;51.0000
2018-02-21 13:30:24;51.0000
2018-02-21 13:30:35;51.0000
2018-02-21 13:30:44;51.0000
2018-02-21 13:30:54;51.0000
2018-02-21 13:31:05;51.0000
2018-02-21 13:31:14;51.0000
2018-02-21 13:31:24;51.0000
2018-02-21 13:31:34;51.0000
2018-02-21 13:31:45;51.0000
2018-02-21 13:31:54;51.0000
2018-02-21 13:32:05;51.0000
2018-02-21 13:32:14;51.0000
2018-02-21 13:32:24;51.0000
2018-02-21 13:32:35;51.0000
2018-02-21 13:32:48;51.0000
2018-02-21 13:32:54;51.0000
2018-02-21 13:33:04;51.0000
2018-02-21 13:33:18;51.0000
2018-02-21 13:33:25;51.0000
2018-02-21 13:33:34;51.0000
2018-02-21 13:33:44;51.0000
2018-02-21 13:33:54;51.0000
2018-02-21 13:34:05;51.0000
2018-02-21 13:34:14;51.0000
2018-02-21 13:34:24;51.0000
2018-02-21 13:34:35;51.0000
2018-02-21 13:34:44;51.0000
2018-02-21 13:34:54;51.0000
2018-02-21 13:35:04;51.0000
2018-02-21 13:35:15;51.0000
2018-02-21 13:35:24;51.0000
2018-02-21 13:35:35;51.0000
2018-02-21 13:35:44;51.0000
2018-02-21 13:35:54;51.0000
2018-02-21 13:36:04;51.0000
2018-02-21 13:36:15;51.0000
2018-02-21 13:36:24;51.0000
2018-02-21 13:36:34;51.0000
2018-02-21 13:36:45;51.0000
2018-02-21 13:36:54;51.0000
2018-02-21 13:37:05;51.0000
2018-02-21 13:37:18;51.0000
2018-02-21 13:37:24;51.0000
2018-02-21 13:37:34;51.0000
2018-02-21 13:37:44;51.0000
2018-02-21 13:37:54;51.0000
2018-02-21 13:38:04;51.0000
2018-02-21 13:38:15;51.0000
2018-02-21 13:38:24;51.0000
2018-02-21 13:38:35;51.0000
2018-02-21 13:38:44;51.0000
2018-02-21 13:38:54;51.0000
2018-02-21 13:39:05;51.0000
2018-02-21 13:39:14;51.0000
2018-02-21 13:39:24;51.0000
2018-02-21 13:39:34;51.0000
2018-02-21 13:39:45;51.0000
2018-02-21 13:39:54;51.0000
2018-02-21 13:40:05;51.0000
2018-02-21 13:40:14;51.0000
2018-02-21 13:40:24;51.0000
2018-02-21 13:40:35;51.0000
2018-02-21 13:40:44;51.0000
2018-02-21 13:40:54;51.0000
2018-02-21 13:41:04;51.0000
2018-02-21 13:41:15;51.0000
2018-02-21 13:41:24;51.0000
2018-02-21 13:41:35;51.0000
2018-02-21 13:41:44;51.0000
2018-02-21 13:41:54;51.0000
2018-02-21 13:42:05;51.0000
2018-02-21 13:42:14;51.0000
2018-02-21 13:42:24;51.0000
2018-02-21 13:42:34;51.0000
2018-02-21 13:42:45;51.0000
2018-02-21 13:42:54;51.0000
2018-02-21 13:43:05;51.0000
2018-02-21 13:43:14;51.0000
2018-02-21 13:43:24;51.0000
2018-02-21 13:43:34;51.0000
2018-02-21 13:43:44;51.0000
2018-02-21 13:43:54;51.0000
2018-02-21 13:44:05;51.0000
2018-02-21 13:44:14;51.0000
2018-02-21 13:44:24;51.0000
2018-02-21 13:44:34;51.0000
2018-02-21 13:44:45;51.0000
2018-02-21 13:44:54;51.0000
2018-02-21 13:45:05;51.0000
2018-02-21 13:45:14;51.0000
2018-02-21 13:45:24;51.0000
2018-02-21 13:45:35;51.0000
2018-02-21 13:45:44;51.0000
2018-02-21 13:45:54;51.0000
2018-02-21 13:46:04;51.0000
2018-02-21 13:46:14;51.0000
2018-02-21 13:46:24;51.0000
2018-02-21 13:46:35;51.0000
2018-02-21 13:46:44;51.0000
2018-02-21 13:46:54;51.0000
2018-02-21 13:47:05;51.0000
2018-02-21 13:47:14;51.0000
2018-02-21 13:47:24;51.0000
2018-02-21 13:47:34;51.0000
2018-02-21 13:47:45;51.0000
2018-02-21 13:47:54;51.0000
2018-02-21 13:48:05;51.0000
2018-02-21 13:48:14;51.0000
2018-02-21 13:48:24;51.0000
2018-02-21 13:48:35;51.0000
2018-02-21 13:48:44;51.0000
2018-02-21 13:48:54;51.0000
2018-02-21 13:49:04;51.0000
2018-02-21 13:49:15;51.0000
2018-02-21 13:49:24;51.0000
2018-02-21 13:49:35;51.0000
2018-02-21 13:49:44;51.0000
2018-02-21 13:49:54;51.0000
2018-02-21 13:50:04;51.0000
2018-02-21 13:50:14;51.0000
2018-02-21 13:50:24;51.0000
2018-02-21 13:50:34;51.0000
2018-02-21 13:50:44;51.0000
2018-02-21 13:50:54;51.0000
2018-02-21 13:51:05;51.0000
2018-02-21 13:51:14;51.0000
2018-02-21 13:51:24;51.0000
2018-02-21 13:51:34;51.0000
2018-02-21 13:51:44;51.0000
2018-02-21 13:51:54;51.0000
2018-02-21 13:52:04;51.0000
2018-02-21 13:52:14;51.0000
2018-02-21 13:52:24;51.0000
2018-02-21 13:52:34;51.0000
2018-02-21 13:52:44;51.0000
2018-02-21 13:52:54;51.0000
2018-02-21 13:53:04;51.0000
2018-02-21 13:53:14;51.0000
2018-02-21 13:53:24;51.0000
2018-02-21 13:53:35;51.0000
2018-02-21 13:53:44;51.0000
2018-02-21 13:53:54;51.0000
2018-02-21 13:54:04;51.0000
2018-02-21 13:54:14;51.0000
2018-02-21 13:54:24;51.0000
2018-02-21 13:54:35;51.0000
2018-02-21 13:54:44;51.0000
2018-02-21 13:54:54;51.0000
2018-02-21 13:55:05;51.0000
2018-02-21 13:55:14;51.0000
2018-02-21 13:55:24;51.0000
2018-02-21 13:55:39;51.0000
2018-02-21 13:55:44;51.0000
2018-02-21 13:55:54;51.0000
2018-02-21 13:56:04;51.0000
2018-02-21 13:56:14;51.0000
2018-02-21 13:56:24;51.0000
2018-02-21 13:56:35;51.0000
2018-02-21 13:56:44;51.0000
2018-02-21 13:56:54;51.0000
2018-02-21 13:57:05;51.0000
2018-02-21 13:57:14;51.0000
2018-02-21 13:57:24;51.0000
2018-02-21 13:57:35;51.0000
2018-02-21 13:57:44;51.0000
2018-02-21 15:28:24;51.0000
2018-02-21 15:28:39;51.0000
2018-02-21 15:28:44;51.0000
2018-02-21 15:28:54;51.0000
2018-02-21 15:29:04;51.0000
2018-02-21 15:29:15;51.0000
2018-02-21 15:29:24;51.0000
2018-02-21 15:29:34;51.0000
2018-02-21 15:29:45;51.0000
2018-02-21 15:29:54;51.0000
2018-02-21 15:30:05;51.0000
2018-02-21 15:30:14;51.0000
2018-02-21 15:30:24;51.0000
2018-02-21 15:30:35;51.0000
2018-02-21 15:30:44;51.0000
2018-02-21 15:30:54;51.0000
2018-02-21 15:31:05;51.0000
2018-02-21 15:31:14;51.0000
2018-02-21 15:31:24;51.0000
2018-02-21 15:33:29;51.0000
2018-02-21 15:33:34;51.0000
2018-02-21 15:33:44;51.0000
2018-02-21 15:33:54;51.0000
2018-02-21 15:34:05;51.0000
2018-02-21 15:34:14;51.0000
2018-02-21 15:34:24;51.0000
2018-02-21 15:34:38;51.0000
2018-02-21 15:34:45;51.0000
2018-02-21 15:34:54;51.0000
2018-02-21 15:35:04;51.0000
2018-02-21 15:35:14;51.0000
2018-02-21 15:35:24;51.0000
2018-02-21 15:35:34;51.0000
2018-02-21 15:35:45;51.0000
2018-02-21 15:35:54;51.0000
2018-02-21 15:36:05;51.0000
2018-02-21 15:36:14;51.0000
2018-02-21 15:36:24;51.0000
2018-02-21 15:36:34;51.0000
2018-02-21 15:36:44;51.0000
2018-02-21 15:36:55;51.0000
2018-02-21 15:37:04;51.0000
2018-02-21 15:37:15;51.0000
2018-02-21 15:37:24;51.0000
2018-02-21 15:37:35;51.0000
2018-02-21 15:37:44;51.0000
2018-02-21 15:37:54;51.0000
2018-02-21 15:38:04;51.0000
2018-02-21 15:38:15;51.0000
2018-02-21 15:38:24;51.0000
2018-02-21 15:38:35;51.0000
2018-02-21 15:38:44;51.0000
2018-02-21 15:38:54;51.0000
2018-02-21 15:39:04;51.0000
2018-02-21 15:39:14;51.0000
2018-02-21 15:39:24;51.0000
2018-02-21 15:39:34;51.0000
2018-02-21 15:39:44;51.0000
2018-02-21 15:39:55;51.0000
2018-02-21 15:40:04;51.0000
2018-02-21 15:40:15;51.0000
2018-02-21 15:40:24;51.0000
2018-02-21 15:40:35;51.0000
2018-02-21 15:40:44;51.0000
2018-02-21 15:40:54;51.0000
2018-02-21 15:41:04;51.0000
2018-02-21 15:41:15;51.0000
2018-02-21 15:41:24;51.0000
2018-02-21 15:41:35;51.0000
2018-02-21 15:41:44;51.0000
2018-02-21 15:41:54;51.0000
2018-02-21 15:42:05;51.0000
2018-02-21 15:42:14;51.0000
2018-02-21 15:42:24;51.0000
2018-02-21 15:42:34;51.0000
2018-02-21 15:42:44;51.0000
2018-02-21 15:42:54;51.0000
2018-02-21 15:43:04;51.0000
2018-02-21 15:43:15;51.0000
2018-02-21 15:43:24;51.0000
2018-02-21 15:43:35;51.0000
2018-02-21 15:43:44;51.0000
2018-02-21 15:43:54;51.0000
2018-02-21 15:44:05;51.0000
2018-02-21 15:44:14;51.0000
2018-02-21 15:44:24;51.0000
2018-02-21 15:44:34;51.0000
2018-02-21 15:44:45;51.0000
2018-02-21 15:44:54;51.0000
2018-02-21 15:45:05;51.0000
2018-02-21 15:45:14;51.0000
2018-02-21 15:45:24;51.0000
2018-02-21 15:45:35;51.0000
2018-02-21 15:45:44;51.0000
2018-02-21 15:45:54;51.0000
2018-02-21 15:46:04;51.0000
2018-02-21 15:46:15;51.0000
2018-02-21 15:46:24;51.0000
2018-02-21 15:46:35;51.0000
2018-02-21 15:46:44;51.0000
2018-02-21 15:46:54;51.0000
2018-02-21 15:47:05;51.0000
2018-02-21 15:47:14;51.0000
2018-02-21 15:47:24;51.0000
2018-02-21 15:47:35;51.0000
2018-02-21 15:47:44;51.0000
2018-02-21 15:47:54;51.0000
2018-02-21 15:48:04;51.0000
2018-02-21 15:48:15;51.0000
2018-02-21 15:48:24;51.0000
2018-02-21 15:48:35;51.0000
2018-02-21 15:48:44;51.0000
2018-02-21 15:48:54;51.0000
2018-02-21 15:49:04;51.0000
2018-02-21 15:49:15;51.0000
2018-02-21 15:49:24;51.0000
2018-02-21 15:49:34;51.0000
2018-02-21 15:49:45;51.0000
2018-02-21 15:49:54;51.0000
2018-02-21 15:50:04;51.0000
2018-02-21 15:50:14;51.0000
2018-02-21 15:50:25;51.0000
2018-02-21 15:50:34;51.0000
2018-02-21 15:50:45;51.0000
2018-02-21 15:50:54;51.0000
